total,winfreq,items
1,1.0,100;180;15;?;?
1,1.0,58;180;178;23;?
1,1.0,31;180;23;?;?
1,1.0,27;36;61;77;?
1,1.0,129;20;215;?;?
1,1.0,121;34;180;23;?
1,1.0,73;180;60;?;?
1,1.0,57;180;121;41;?
1,1.0,48;41;36;?;?
1,1.0,48;57;27;?;?
2,1.0,121;34;100;?;?
1,1.0,121;20;13;?;?
2,1.0,57;21;129;?;?
1,1.0,34;27;254;?;?
1,1.0,48;21;23;?;?
2,1.0,129;23;215;?;?
1,1.0,178;235;23;?;?
1,1.0,36;13;23;?;?
1,1.0,57;27;180;15;?
3,1.0,48;58;20;?;?
3,1.0,48;121;58;?;?
1,1.0,48;57;129;?;?
1,1.0,180;28;108;?;?
1,1.0,58;180;77;?;?
1,1.0,23;27;180;61;15
19,0.95,41;178;235;?;?
7,0.86,58;178;21;?;?
21,0.86,58;27;15;?;?
5,0.8,48;34;23;?;?
16,0.75,48;41;21;?;?
42,0.74,48;57;178;?;?
68,0.71,121;36;15;?;?
17,0.71,129;180;22;?;?
6,0.67,129;180;31;?;?
6,0.67,180;20;22;?;?
3,0.67,121;100;15;?;?
3,0.67,48;180;77;?;?
112,0.64,178;20;22;?;?
5,0.6,60;20;31;?;?
24,0.58,73;178;61;?;?
7,0.57,73;36;28;?;?
16,0.56,235;20;23;?;?
6,0.5,34;27;235;?;?
4,0.5,27;13;23;?;?
2,0.5,48;180;36;?;?
2,0.5,34;13;23;?;?
6,0.5,121;100;36;?;?
6,0.5,73;27;180;?;?
2,0.5,178;180;215;?;?
8,0.5,121;13;23;?;?
2,0.5,180;36;100;60;?
2,0.5,34;178;13;?;?
2,0.5,36;58;180;?;?
2,0.5,41;58;27;180;?
2,0.5,180;61;13;?;?
57,0.49,60;28;254;?;?
82,0.48,180;28;73;?;?
27,0.48,41;36;21;?;?
85,0.45,36;180;31;?;?
14,0.43,57;178;21;?;?
5,0.4,129;36;13;?;?
5,0.4,180;27;36;57;?
6,0.33,41;178;180;36;?
3,0.33,41;77;21;?;?
3,0.33,20;116;61;?;?
6,0.33,27;180;254;?;?
19,0.26,121;2;20;?;?
4,0.25,180;13;23;?;?
4,0.25,57;58;34;?;?
4,0.25,57;58;178;?;?
14,0.21,57;34;15;?;?
5,0.2,180;36;77;?;?
5,0.2,23;20;215;?;?
5,0.2,23;28;31;?;?
5,0.2,41;34;100;?;?
10,0.2,36;180;21;?;?
6,0.17,34;28;215;?;?
7,0.14,100;180;41;60;?
1,0.0,48;41;180;20;121
1,0.0,121;34;77;?;?
1,0.0,20;59;116;?;?
1,0.0,27;100;77;?;?
2,0.0,129;23;180;15;?
1,0.0,178;61;31;?;?
1,0.0,36;61;254;?;?
1,0.0,100;34;180;60;?
1,0.0,28;23;36;41;?
1,0.0,57;21;15;?;?
2,0.0,27;36;13;?;?
1,0.0,41;36;15;?;?
1,0.0,121;20;215;?;?
1,0.0,129;50;20;?;?
1,0.0,178;20;50;?;?
1,0.0,57;34;180;121;?
1,0.0,57;180;21;?;?
1,0.0,48;34;77;?;?
2,0.0,41;180;21;23;?
2,0.0,60;13;23;?;?
1,0.0,129;34;73;?;?
4,0.0,57;178;77;?;?
1,0.0,41;178;23;15;?
1,0.0,57;21;41;?;?
1,0.0,27;20;254;?;?
2,0.0,58;60;77;?;?
3,0.0,73;34;180;?;?
3,0.0,34;180;215;?;?
1,0.0,41;34;57;?;?
1,0.0,100;178;180;41;?
1,0.0,58;21;23;?;?
1,0.0,129;178;100;34;?
1,0.0,41;100;77;?;?
1,0.0,41;21;15;?;?
